Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
His,43,1.101 [1.028-1.178],1.000,,Histidine
XXL-VLDL-CE%,176,1.077 [1.049-1.106],0.012,*,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,176,1.073 [1.047-1.100],0.003,**,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-CE%,492,1.047 [1.016-1.079],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-FC%,532,1.000 [0.980-1.021],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
ApoB,565,0.992 [0.972-1.012],1.000,,Apolipoprotein B
VLDL-P,640,0.973 [0.953-0.994],1.000,,Concentration of VLDL Particles
M-HDL-PL,545,0.954 [0.936-0.973],0.543,,Phospholipids in Medium HDL
XXL-VLDL-TG%,153,0.948 [0.929-0.968],0.157,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA,553,0.943 [0.919-0.966],0.788,,Saturated Fatty Acids
