Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-TG,567,1.013 [0.996-1.031],1.000,,Triglycerides in Large VLDL
S-HDL-P,416,1.013 [0.997-1.029],1.000,,Concentration of Small HDL Particles
IDL-PL%,289,1.011 [0.997-1.026],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-CE%,368,1.010 [0.988-1.031],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-TG%,657,1.003 [0.989-1.016],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
IDL-C%,558,0.991 [0.978-1.003],1.000,,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-P,612,0.990 [0.975-1.005],1.000,,Concentration of Medium VLDL Particles
HDL-FC,599,0.980 [0.969-0.991],1.000,,Free Cholesterol in HDL
IDL-CE,553,0.974 [0.960-0.987],1.000,,Cholesteryl Esters in IDL
Acetone,15,0.972 [0.875-1.078],1.000,,Acetone
