Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.113 [1.033-1.199],1.000,,Tyrosine
L-LDL-TG%,474,1.049 [1.023-1.076],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,456,1.038 [1.012-1.065],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,651,1.001 [0.972-1.031],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,484,1.001 [0.972-1.031],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA,699,0.932 [0.904-0.960],0.913,,Polyunsaturated Fatty Acids
VLDL-CE,621,0.929 [0.900-0.958],0.847,,Cholesteryl Esters in VLDL
ApoB,565,0.928 [0.899-0.957],0.740,,Apolipoprotein B
S-LDL-P,566,0.923 [0.895-0.953],0.202,,Concentration of Small LDL Particles
M-VLDL-FC,594,0.920 [0.891-0.951],0.175,,Free Cholesterol in Medium VLDL
