Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-FC,483,1.018 [1.001-1.035],1.000,,Free Cholesterol in Small HDL
L-VLDL-CE,614,1.015 [1.001-1.029],1.000,,Cholesteryl Esters in Large VLDL
S-HDL-TG,681,1.013 [1.000-1.026],1.000,,Triglycerides in Small HDL
XL-HDL-TG,489,1.008 [0.998-1.019],1.000,,Triglycerides in Very Large HDL
MUFA%,525,1.008 [0.994-1.021],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
ApoA1,587,1.000 [0.985-1.014],1.000,,Apolipoprotein A1
PUFA/MUFA,484,0.997 [0.982-1.012],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-TG%,474,0.997 [0.983-1.010],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-L,623,0.993 [0.981-1.006],1.000,,Total-Lipids in Large HDL
L-LDL-FC%,687,0.989 [0.975-1.003],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
