Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.043 [1.021-1.065],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,215,1.024 [1.011-1.038],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,289,1.021 [1.003-1.039],1.000,,Docosahexaenoic Acid
L-HDL-CE%,562,1.020 [0.998-1.044],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-PL%,271,1.009 [0.940-1.084],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-P,552,0.957 [0.912-1.003],1.000,,Concentration of LDL Particles
XXL-VLDL-L,514,0.954 [0.923-0.987],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,578,0.952 [0.921-0.984],1.000,,Total-Lipids in Very Large VLDL
LA,635,0.948 [0.903-0.995],1.000,,Linoleic Acid
M-LDL-C,525,0.941 [0.892-0.993],1.000,,Cholesterol in Medium LDL
