Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6%,366,1.195 [1.057-1.352],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE,543,1.133 [1.022-1.256],1.000,,Cholesteryl Esters in Small LDL
LDL-P,552,1.128 [1.024-1.243],1.000,,Concentration of LDL Particles
L-LDL-P,541,1.122 [1.021-1.234],1.000,,Concentration of Large LDL Particles
S-HDL-C,410,1.023 [0.918-1.139],1.000,,Cholesterol in Small HDL
Omega-3%,215,0.964 [0.912-1.019],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-PL,590,0.941 [0.866-1.022],1.000,,Phospholipids in HDL
S-VLDL-P,669,0.935 [0.858-1.020],1.000,,Concentration of Small VLDL Particles
Creatinine,126,0.806 [0.584-1.113],1.000,,Creatinine
Acetone,15,0.564 [0.267-1.192],1.000,,Acetone
