Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-PL%,489,1.301 [1.170-1.446],0.272,,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,508,1.291 [1.165-1.430],0.249,,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-PL,632,1.087 [0.979-1.206],1.000,,Phospholipids in Medium VLDL
DHA,289,1.084 [1.003-1.172],1.000,,Docosahexaenoic Acid
XXL-VLDL-CE%,176,1.072 [0.927-1.240],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-C%,632,0.880 [0.807-0.959],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-CE,611,0.819 [0.753-0.892],0.997,,Cholesteryl Esters in HDL
L-HDL-C%,622,0.805 [0.739-0.877],0.186,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,562,0.779 [0.711-0.854],0.021,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA%,226,0.759 [0.680-0.847],0.201,,Linoleic Acid to Total-Fatty Acids percentage
