Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Unsaturation,310,1.061 [1.035-1.087],0.403,,Degree of Unsaturation
L-HDL-C%,622,1.040 [1.002-1.079],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
HDL-size,600,1.026 [0.998-1.055],1.000,,Average Diameter for HDL Particles
M-HDL-P,598,1.023 [0.985-1.063],1.000,,Concentration of Medium HDL Particles
Total-P,531,1.002 [0.961-1.043],1.000,,Total-Concentration of Lipoprotein Particles
S-HDL-C,410,0.992 [0.952-1.034],1.000,,Cholesterol in Small HDL
PUFA,699,0.992 [0.962-1.022],1.000,,Polyunsaturated Fatty Acids
M-LDL-P,508,0.982 [0.944-1.022],1.000,,Concentration of Medium LDL Particles
S-VLDL-C,618,0.970 [0.937-1.005],1.000,,Cholesterol in Small VLDL
MUFA%,525,0.924 [0.895-0.955],0.433,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
