Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.208 [0.898-1.625],1.000,,Acetoacetate
L-LDL-FC%,687,1.181 [1.108-1.259],0.085,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-C,671,1.020 [0.983-1.059],1.000,,Cholesterol in Large HDL
Unsaturation,310,1.004 [0.973-1.037],1.000,,Degree of Unsaturation
LDL-FC,411,1.001 [0.960-1.045],1.000,,Free Cholesterol in LDL
PUFA,699,0.863 [0.814-0.916],0.248,,Polyunsaturated Fatty Acids
S-LDL-TG,690,0.860 [0.810-0.913],0.183,,Triglycerides in Small LDL
Total-FA,654,0.852 [0.799-0.909],0.266,,Total-Fatty Acids
MUFA,654,0.823 [0.769-0.881],0.006,**,Monounsaturated Fatty Acids
GlycA,385,0.727 [0.646-0.818],0.030,*,Glycoprotein Acetyls
