Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Phe,17,1.147 [0.714-1.843],1.000,,Phenylalanine
S-HDL-PL,489,1.060 [0.977-1.149],1.000,,Phospholipids in Small HDL
S-LDL-FC%,578,1.052 [0.989-1.118],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
M-HDL-CE%,557,1.051 [0.985-1.122],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Total-FA,654,1.024 [0.960-1.093],1.000,,Total-Fatty Acids
XXL-VLDL-FC%,173,0.993 [0.889-1.109],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-TG,678,0.969 [0.917-1.023],1.000,,Triglycerides in Very Small VLDL
XS-VLDL-L,632,0.958 [0.908-1.011],1.000,,Total-Lipids in Very Small VLDL
ApoB/ApoA1,542,0.958 [0.889-1.032],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-P,669,0.954 [0.894-1.017],1.000,,Concentration of Small VLDL Particles
