Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-TG,472,1.174 [0.990-1.391],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
VLDL-C,644,1.129 [0.981-1.301],1.000,,VLDL Cholesterol
XS-VLDL-P,622,1.085 [0.965-1.220],1.000,,Concentration of Very Small VLDL Particles
S-LDL-P,566,1.048 [0.902-1.216],1.000,,Concentration of Small LDL Particles
L-LDL-P,541,1.042 [0.900-1.206],1.000,,Concentration of Large LDL Particles
SFA,553,0.915 [0.773-1.083],1.000,,Saturated Fatty Acids
M-VLDL-C%,604,0.851 [0.727-0.996],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-PL,489,0.772 [0.621-0.960],1.000,,Phospholipids in Small HDL
HDL-PL,590,0.761 [0.647-0.894],1.000,,Phospholipids in HDL
M-HDL-C%,632,0.712 [0.619-0.819],0.493,,Cholesterol to Total-Lipids in Medium HDL percentage
