Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-VLDL-CE%,509,1.021 [0.992-1.050],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
VLDL-CE,621,1.006 [0.985-1.027],1.000,,Cholesteryl Esters in VLDL
SM,547,1.005 [0.983-1.028],1.000,,Sphingomyelins
PUFA%,371,1.002 [0.965-1.040],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-PL,632,1.001 [0.980-1.023],1.000,,Phospholipids in Medium VLDL
Total-CE,575,0.998 [0.975-1.021],1.000,,Total-Esterified Cholesterol
M-VLDL-FC,594,0.995 [0.974-1.017],1.000,,Free Cholesterol in Medium VLDL
M-LDL-C%,225,0.994 [0.964-1.025],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Total-L,626,0.985 [0.963-1.009],1.000,,Total-Lipids in Lipoprotein Particles
Omega-6,651,0.965 [0.942-0.988],1.000,,Omega-6 Fatty Acids
