Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-C%,622,1.110 [0.960-1.283],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
S-VLDL-FC%,609,1.103 [0.960-1.267],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-TG,687,1.090 [0.963-1.234],1.000,,Triglycerides in Small VLDL
VLDL-TG,582,1.064 [0.926-1.222],1.000,,Triglycerides in VLDL
PC,606,1.027 [0.904-1.166],1.000,,Phosphatidylcholines
XL-VLDL-CE%,485,0.993 [0.837-1.179],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG,678,0.987 [0.888-1.098],1.000,,Triglycerides in Very Small VLDL
XS-VLDL-PL%,375,0.947 [0.781-1.148],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
HDL-L,598,0.933 [0.818-1.065],1.000,,Total-Lipids in HDL
S-LDL-TG%,594,0.910 [0.803-1.030],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
