Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-FA,654,1.020 [1.000-1.041],1.000,,Total-Fatty Acids
S-VLDL-TG,687,1.012 [0.991-1.033],1.000,,Triglycerides in Small VLDL
LA,635,1.009 [0.989-1.029],1.000,,Linoleic Acid
Cholines,620,1.007 [0.987-1.027],1.000,,Total-Cholines
IDL-L,573,1.006 [0.988-1.024],1.000,,Total-Lipids in IDL
MUFA%,525,0.999 [0.980-1.019],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C,589,0.996 [0.974-1.019],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
LA%,226,0.996 [0.974-1.019],1.000,,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-L,514,0.993 [0.970-1.016],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
Albumin,72,0.892 [0.826-0.964],1.000,,Albumin
