Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-CE,360,1.089 [1.025-1.158],1.000,,Cholesteryl Esters in Small HDL
HDL-P,547,1.042 [0.986-1.102],1.000,,Concentration of HDL Particles
MUFA%,525,1.025 [0.976-1.076],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,225,1.023 [0.943-1.109],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
LA,635,1.022 [0.975-1.072],1.000,,Linoleic Acid
M-HDL-FC%,609,0.982 [0.939-1.027],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA/MUFA,484,0.982 [0.931-1.036],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE,620,0.978 [0.937-1.021],1.000,,Cholesteryl Esters in Very Small VLDL
XL-HDL-CE,664,0.968 [0.923-1.014],1.000,,Cholesteryl Esters in Very Large HDL
L-VLDL-C%,395,0.954 [0.898-1.013],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
