Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-VLDL-TG%,564,1.216 [1.113-1.329],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,367,1.182 [1.080-1.293],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
PUFA,699,1.077 [0.999-1.160],1.000,,Polyunsaturated Fatty Acids
S-LDL-TG,690,1.062 [0.983-1.148],1.000,,Triglycerides in Small LDL
S-HDL-P,416,1.029 [0.927-1.143],1.000,,Concentration of Small HDL Particles
S-VLDL-C%,527,0.797 [0.729-0.871],0.139,,Cholesterol to Total-Lipids in Small VLDL percentage
L-VLDL-FC%,331,0.786 [0.715-0.864],0.152,,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,509,0.784 [0.718-0.856],0.015,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-C%,486,0.759 [0.682-0.845],0.111,,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,485,0.750 [0.674-0.834],0.030,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
