Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Creatinine,126,1.091 [0.856-1.391],1.000,,Creatinine
LA%,226,1.079 [1.004-1.160],1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-HDL-C,607,1.049 [0.959-1.148],1.000,,Cholesterol in Medium HDL
M-HDL-FC,597,1.030 [0.944-1.124],1.000,,Free Cholesterol in Medium HDL
XL-HDL-TG,489,1.013 [0.944-1.086],1.000,,Triglycerides in Very Large HDL
S-VLDL-TG,687,0.991 [0.904-1.086],1.000,,Triglycerides in Small VLDL
S-LDL-TG,690,0.979 [0.893-1.072],1.000,,Triglycerides in Small LDL
M-VLDL-C%,604,0.947 [0.888-1.010],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,367,0.923 [0.883-0.966],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-VLDL-FC%,609,0.920 [0.860-0.985],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
