Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-FC,597,1.049 [0.988-1.113],1.000,,Free Cholesterol in Medium HDL
Phosphoglyc,609,1.010 [0.954-1.069],1.000,,Phosphoglycerides
IDL-CE,553,1.009 [0.949-1.073],1.000,,Cholesteryl Esters in IDL
XXL-VLDL-L,514,1.009 [0.940-1.082],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,375,1.005 [0.928-1.088],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-PL,492,0.994 [0.932-1.060],1.000,,Phospholipids in Large LDL
XS-VLDL-TG,678,0.992 [0.946-1.039],1.000,,Triglycerides in Very Small VLDL
S-VLDL-FC%,609,0.967 [0.908-1.030],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-FC%,397,0.965 [0.891-1.044],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,485,0.921 [0.854-0.993],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
