Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Pyruvate,37,1.074 [0.754-1.529],1.000,,Pyruvate
Total-L,626,1.074 [0.989-1.165],1.000,,Total-Lipids in Lipoprotein Particles
S-LDL-CE%,545,1.058 [0.981-1.142],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
PUFA,699,1.057 [0.985-1.134],1.000,,Polyunsaturated Fatty Acids
XXL-VLDL-TG,472,1.029 [0.936-1.130],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
ApoB,565,0.988 [0.910-1.074],1.000,,Apolipoprotein B
XL-VLDL-FC,610,0.986 [0.913-1.064],1.000,,Free Cholesterol in Very Large VLDL
Clinical LDL-C,463,0.979 [0.890-1.078],1.000,,Clinical LDL Cholesterol
M-LDL-C,525,0.966 [0.883-1.056],1.000,,Cholesterol in Medium LDL
XL-HDL-CE%,259,0.903 [0.817-0.999],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
