Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ala,85,1.176 [1.066-1.299],1.000,,Alanine
Albumin,72,1.160 [1.021-1.319],1.000,,Albumin
L-VLDL-PL,637,1.035 [0.992-1.079],1.000,,Phospholipids in Large VLDL
XXL-VLDL-TG,472,1.018 [0.968-1.071],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
MUFA,654,1.011 [0.971-1.052],1.000,,Monounsaturated Fatty Acids
XL-HDL-CE,664,0.984 [0.950-1.020],1.000,,Cholesteryl Esters in Very Large HDL
HDL-PL,590,0.977 [0.946-1.010],1.000,,Phospholipids in HDL
HDL-size,600,0.975 [0.946-1.004],1.000,,Average Diameter for HDL Particles
XXL-VLDL-FC%,173,0.962 [0.904-1.024],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,367,0.951 [0.913-0.990],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
