Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-CE%,485,1.425 [1.255-1.619],0.011,*,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,486,1.424 [1.253-1.617],0.013,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,687,1.388 [1.253-1.537],8.478e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-PL%,510,1.363 [1.222-1.521],0.007,**,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-CE%,597,1.339 [1.200-1.493],0.042,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-TG,687,0.765 [0.693-0.845],0.030,*,Triglycerides in Small VLDL
XS-VLDL-TG%,661,0.763 [0.691-0.843],0.023,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,621,0.762 [0.689-0.841],0.020,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,613,0.755 [0.682-0.836],0.016,*,Triglycerides in Medium VLDL
S-LDL-TG,690,0.751 [0.679-0.831],0.007,**,Triglycerides in Small LDL
VLDL-TG,582,0.749 [0.675-0.830],0.009,**,Triglycerides in VLDL
L-VLDL-TG,567,0.740 [0.663-0.826],0.020,*,Triglycerides in Large VLDL
MUFA,654,0.740 [0.666-0.822],0.006,**,Monounsaturated Fatty Acids
Total-TG,641,0.736 [0.662-0.817],0.002,**,Total-Triglycerides
GlycA,385,0.534 [0.457-0.625],9.776e-10,***,Glycoprotein Acetyls
