Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
3-Hydroxybutyrate,68,1.048 [0.962-1.143],1.000,,3-Hydroxybutyrate
Omega-6/Omega-3,257,1.043 [1.027-1.060],0.045,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-CE,607,1.025 [0.990-1.061],1.000,,Cholesteryl Esters in Medium HDL
Citrate,102,1.003 [0.929-1.084],1.000,,Citrate
HDL-FC,599,1.001 [0.974-1.030],1.000,,Free Cholesterol in HDL
L-LDL-FC%,687,0.986 [0.959-1.014],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
VLDL-PL,674,0.972 [0.946-0.998],1.000,,Phospholipids in VLDL
Omega-3%,215,0.960 [0.946-0.975],0.035,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,240,0.947 [0.928-0.966],0.018,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-CE%,368,0.938 [0.905-0.971],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
