Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-CE%,176,1.041 [1.009-1.074],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA%,371,1.020 [0.992-1.048],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-CE%,485,1.017 [0.992-1.043],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-C%,558,1.004 [0.985-1.023],1.000,,Cholesterol to Total-Lipids in IDL percentage
M-VLDL-C%,604,1.000 [0.979-1.022],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,510,0.991 [0.963-1.021],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-CE,621,0.990 [0.964-1.016],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-P,541,0.980 [0.954-1.007],1.000,,Concentration of Large LDL Particles
Gly,134,0.964 [0.942-0.986],1.000,,Glycine
XXL-VLDL-TG%,153,0.963 [0.937-0.990],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
