Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-P,612,1.223 [1.022-1.464],1.000,,Concentration of Medium VLDL Particles
S-LDL-CE,543,1.183 [0.984-1.424],1.000,,Cholesteryl Esters in Small LDL
TG/PG,632,1.172 [0.973-1.411],1.000,,Triglycerides to Phosphoglycerides ratio
S-VLDL-CE%,509,1.074 [0.880-1.310],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-TG,690,1.042 [0.874-1.243],1.000,,Triglycerides in Small LDL
Omega-3,420,0.992 [0.875-1.126],1.000,,Omega-3 Fatty Acids
DHA,289,0.965 [0.832-1.119],1.000,,Docosahexaenoic Acid
XL-HDL-PL%,441,0.959 [0.812-1.133],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
S-HDL-L,442,0.817 [0.647-1.031],1.000,,Total-Lipids in Small HDL
Ala,85,0.636 [0.379-1.066],1.000,,Alanine
