Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.112 [1.074-1.151],3.663e-04,***,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-PL%,375,1.078 [1.032-1.126],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,257,1.071 [1.049-1.094],1.906e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PC,606,1.037 [0.942-1.142],1.000,,Phosphatidylcholines
M-HDL-PL%,489,1.003 [0.968-1.039],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,126,0.998 [0.904-1.102],1.000,,Creatinine
XS-VLDL-L,632,0.947 [0.882-1.017],1.000,,Total-Lipids in Very Small VLDL
Omega-3%,215,0.937 [0.918-0.956],9.598e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.924 [0.902-0.947],5.191e-05,***,Degree of Unsaturation
DHA%,240,0.919 [0.892-0.947],0.011,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
