Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.359 [1.245-1.484],1.795e-06,***,Glycoprotein Acetyls
S-HDL-FC,483,1.205 [1.116-1.300],0.434,,Free Cholesterol in Small HDL
M-HDL-C,607,1.073 [1.012-1.137],1.000,,Cholesterol in Medium HDL
XXL-VLDL-PL%,261,1.038 [0.963-1.119],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-TG%,153,1.026 [0.940-1.120],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,368,0.994 [0.935-1.058],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Leu,36,0.989 [0.792-1.237],1.000,,Leucine
XL-HDL-PL,562,0.986 [0.947-1.027],1.000,,Phospholipids in Very Large HDL
M-VLDL-PL%,523,0.986 [0.931-1.044],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
LDL-P,552,0.951 [0.905-1.000],1.000,,Concentration of LDL Particles
