Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-FC%,687,1.098 [1.057-1.141],0.311,,Free Cholesterol to Total-Lipids in Large LDL percentage
DHA%,240,1.087 [1.054-1.121],0.029,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,310,1.077 [1.051-1.104],4.128e-04,***,Degree of Unsaturation
DHA,289,1.073 [1.044-1.103],0.106,,Docosahexaenoic Acid
Omega-3%,215,1.066 [1.047-1.086],8.660e-07,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,0.937 [0.920-0.954],8.302e-07,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.906 [0.874-0.939],0.013,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,226,0.905 [0.871-0.941],0.121,,Linoleic Acid to Total-Fatty Acids percentage
MUFA,654,0.903 [0.865-0.942],0.627,,Monounsaturated Fatty Acids
LA,635,0.888 [0.853-0.925],0.003,**,Linoleic Acid
