Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.073 [0.941-1.223],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-L,531,1.066 [0.929-1.223],1.000,,Total-Lipids in Medium LDL
L-LDL-L,508,1.053 [0.920-1.204],1.000,,Total-Lipids in Large LDL
Total-C,563,1.052 [0.915-1.209],1.000,,Total-Cholesterol
XXL-VLDL-C,589,1.002 [0.860-1.166],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-FC,648,0.994 [0.857-1.152],1.000,,Free Cholesterol in Large VLDL
M-HDL-TG%,657,0.983 [0.868-1.114],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-CE%,562,0.931 [0.802-1.081],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-VLDL-CE,626,0.918 [0.811-1.040],1.000,,Cholesteryl Esters in Small VLDL
Acetoacetate,15,0.796 [0.300-2.112],1.000,,Acetoacetate
