Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.064 [1.037-1.092],0.674,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,310,1.057 [1.036-1.078],0.009,**,Degree of Unsaturation
DHA,289,1.047 [1.024-1.071],1.000,,Docosahexaenoic Acid
Omega-3%,215,1.043 [1.023-1.063],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,332,1.039 [0.998-1.082],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-PL%,261,0.985 [0.949-1.021],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-P,529,0.959 [0.929-0.991],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-HDL-TG%,642,0.956 [0.929-0.984],1.000,,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-TG%,637,0.955 [0.932-0.979],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
MUFA%,525,0.939 [0.914-0.964],0.539,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
