Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-FC%,574,1.019 [0.990-1.048],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Total-FC,546,1.013 [0.983-1.044],1.000,,Total-Free Cholesterol
HDL-FC,599,1.007 [0.982-1.032],1.000,,Free Cholesterol in HDL
XXL-VLDL-L,514,1.003 [0.973-1.033],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
PUFA%,371,1.001 [0.967-1.036],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC,612,0.999 [0.976-1.023],1.000,,Free Cholesterol in Very Small VLDL
XS-VLDL-P,622,0.996 [0.973-1.019],1.000,,Concentration of Very Small VLDL Particles
VLDL-C,644,0.990 [0.963-1.018],1.000,,VLDL Cholesterol
S-VLDL-P,669,0.988 [0.963-1.014],1.000,,Concentration of Small VLDL Particles
Acetone,15,0.830 [0.693-0.993],1.000,,Acetone
