Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-HDL-CE%,259,1.069 [1.017-1.123],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
HDL-PL,590,1.053 [1.011-1.096],1.000,,Phospholipids in HDL
M-VLDL-FC%,574,1.023 [0.976-1.071],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-C%,225,1.019 [0.960-1.081],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-FC%,173,1.013 [0.940-1.092],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-P,640,0.912 [0.882-0.944],0.046,*,Concentration of VLDL Particles
VLDL-C,644,0.901 [0.870-0.933],0.002,**,VLDL Cholesterol
S-LDL-P,566,0.896 [0.861-0.932],0.010,*,Concentration of Small LDL Particles
M-VLDL-L,589,0.894 [0.859-0.931],0.013,*,Total-Lipids in Medium VLDL
M-VLDL-FC,594,0.894 [0.860-0.929],0.003,**,Free Cholesterol in Medium VLDL
M-VLDL-PL,632,0.893 [0.860-0.927],7.222e-04,***,Phospholipids in Medium VLDL
M-VLDL-P,612,0.893 [0.858-0.928],0.003,**,Concentration of Medium VLDL Particles
S-LDL-CE,543,0.891 [0.854-0.930],0.022,*,Cholesteryl Esters in Small LDL
