Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Lactate,22,1.502 [1.002-2.253],1.000,,Lactate
XS-VLDL-PL%,375,1.032 [0.984-1.083],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,621,1.021 [0.986-1.057],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-HDL-C%,622,1.012 [0.980-1.044],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-PL,637,1.001 [0.966-1.039],1.000,,Phospholipids in Large VLDL
XL-HDL-CE,664,0.999 [0.969-1.030],1.000,,Cholesteryl Esters in Very Large HDL
IDL-CE%,420,0.978 [0.945-1.012],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-C,618,0.971 [0.935-1.008],1.000,,Cholesterol in Small VLDL
LDL-CE,506,0.961 [0.921-1.003],1.000,,Cholesteryl Esters in LDL
Ala,85,0.873 [0.782-0.975],1.000,,Alanine
