Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-C%,632,1.080 [1.015-1.149],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-CE%,597,1.050 [0.983-1.120],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,509,1.042 [0.982-1.106],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-LDL-TG%,456,1.019 [0.966-1.075],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,642,1.005 [0.947-1.067],1.000,,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-FC,410,0.960 [0.898-1.026],1.000,,Free Cholesterol in Small LDL
XS-VLDL-TG,678,0.957 [0.905-1.012],1.000,,Triglycerides in Very Small VLDL
XS-VLDL-C,604,0.952 [0.897-1.010],1.000,,Cholesterol in Very Small VLDL
S-VLDL-TG,687,0.950 [0.891-1.013],1.000,,Triglycerides in Small VLDL
VLDL-C,644,0.913 [0.852-0.979],1.000,,VLDL Cholesterol
