Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-L,531,1.037 [0.988-1.087],1.000,,Total-Lipids in Medium LDL
Non-HDL-C,563,1.027 [0.981-1.074],1.000,,Total-Cholesterol Minus HDL-C
L-LDL-CE,502,1.024 [0.977-1.073],1.000,,Cholesteryl Esters in Large LDL
M-HDL-C%,632,1.008 [0.969-1.047],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-PL,590,1.007 [0.956-1.062],1.000,,Phospholipids in HDL
XL-HDL-C%,306,0.981 [0.947-1.016],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC,590,0.963 [0.928-0.999],1.000,,Free Cholesterol in Very Large HDL
Unsaturation,310,0.931 [0.901-0.963],1.000,,Degree of Unsaturation
IDL-FC%,332,0.881 [0.836-0.928],0.531,,Free Cholesterol to Total-Lipids in IDL percentage
3-Hydroxybutyrate,68,0.880 [0.744-1.042],1.000,,3-Hydroxybutyrate
