Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
HDL-CE,611,1.130 [1.077-1.185],0.131,,Cholesteryl Esters in HDL
L-VLDL-TG%,369,1.108 [1.052-1.166],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
S-LDL-FC%,578,1.094 [1.028-1.164],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-PL,562,1.070 [1.013-1.130],1.000,,Phospholipids in Very Large HDL
S-HDL-FC%,491,1.015 [0.972-1.061],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-PL%,580,0.879 [0.841-0.920],0.004,**,Phospholipids to Total-Lipids in Large VLDL percentage
S-VLDL-CE,626,0.879 [0.838-0.923],0.056,,Cholesteryl Esters in Small VLDL
ApoB/ApoA1,542,0.856 [0.812-0.903],0.002,**,Apolipoprotein B to Apolipoprotein A1 ratio
M-HDL-PL%,489,0.855 [0.805-0.907],0.063,,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-CE%,545,0.832 [0.773-0.897],0.367,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
