Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.519 [0.951-2.425],1.000,,Isoleucine
XXL-VLDL-FC%,173,1.030 [0.908-1.169],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG%,637,1.026 [0.948-1.110],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-PL%,441,1.020 [0.945-1.102],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
IDL-TG,602,1.018 [0.961-1.079],1.000,,Triglycerides in IDL
L-VLDL-PL,637,0.982 [0.902-1.068],1.000,,Phospholipids in Large VLDL
M-LDL-CE%,368,0.970 [0.864-1.088],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-VLDL-CE,626,0.955 [0.889-1.027],1.000,,Cholesteryl Esters in Small VLDL
S-VLDL-PL%,600,0.924 [0.845-1.010],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
SFA%,94,0.819 [0.628-1.067],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
