Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Glu,32,1.132 [0.730-1.753],1.000,,Glucose
XL-VLDL-CE%,485,1.069 [0.981-1.164],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-HDL-PL%,441,1.036 [0.973-1.104],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-C,653,1.018 [0.960-1.079],1.000,,Cholesterol in Very Large HDL
M-HDL-CE%,557,1.009 [0.947-1.075],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Total-TG,641,0.880 [0.815-0.950],1.000,,Total-Triglycerides
S-HDL-CE,360,0.840 [0.761-0.927],1.000,,Cholesteryl Esters in Small HDL
S-HDL-FC,483,0.785 [0.714-0.863],0.144,,Free Cholesterol in Small HDL
S-HDL-C,410,0.779 [0.701-0.865],0.755,,Cholesterol in Small HDL
GlycA,385,0.720 [0.637-0.814],0.034,*,Glycoprotein Acetyls
