Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.585 [1.345-1.868],0.009,**,Tyrosine
LA%,226,1.241 [1.166-1.321],2.454e-06,***,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,525,1.158 [1.100-1.218],0.004,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.140 [1.098-1.184],2.135e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-C%,261,1.023 [0.950-1.102],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
Omega-3%,215,0.877 [0.844-0.912],7.061e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,289,0.865 [0.823-0.908],0.002,**,Docosahexaenoic Acid
Unsaturation,310,0.859 [0.826-0.892],1.317e-09,***,Degree of Unsaturation
PUFA/MUFA,484,0.845 [0.799-0.893],7.529e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,240,0.831 [0.790-0.875],4.526e-07,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA%,371,0.813 [0.760-0.869],3.498e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
