Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-L,442,1.208 [1.132-1.290],0.003,**,Total-Lipids in Small HDL
S-HDL-PL,489,1.204 [1.131-1.283],0.002,**,Phospholipids in Small HDL
S-LDL-CE%,545,1.160 [1.101-1.222],0.007,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,635,1.112 [1.046-1.181],1.000,,Linoleic Acid
XL-VLDL-L,578,1.027 [0.971-1.087],1.000,,Total-Lipids in Very Large VLDL
Ala,85,0.994 [0.856-1.155],1.000,,Alanine
M-VLDL-CE%,597,0.978 [0.922-1.037],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Unsaturation,310,0.945 [0.909-0.983],1.000,,Degree of Unsaturation
M-LDL-C%,225,0.909 [0.842-0.981],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-PL%,510,0.853 [0.807-0.901],0.004,**,Phospholipids to Total-Lipids in Small LDL percentage
