Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.048 [1.019-1.077],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-CE%,368,1.010 [0.990-1.031],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
3-Hydroxybutyrate,68,1.010 [0.915-1.115],1.000,,3-Hydroxybutyrate
HDL-FC,599,1.003 [0.982-1.023],1.000,,Free Cholesterol in HDL
M-HDL-P,598,1.001 [0.975-1.029],1.000,,Concentration of Medium HDL Particles
XL-HDL-FC,590,0.995 [0.978-1.012],1.000,,Free Cholesterol in Very Large HDL
Total-P,531,0.969 [0.941-0.999],1.000,,Total-Concentration of Lipoprotein Particles
M-LDL-CE,550,0.968 [0.946-0.991],1.000,,Cholesteryl Esters in Medium LDL
Ile,28,0.965 [0.882-1.055],1.000,,Isoleucine
LA,635,0.940 [0.916-0.965],0.705,,Linoleic Acid
