Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-C%,436,1.058 [0.978-1.145],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-C%,306,1.056 [0.974-1.145],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,632,1.025 [0.946-1.111],1.000,,Triglycerides to Phosphoglycerides ratio
S-LDL-FC%,578,1.018 [0.947-1.095],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-PL%,580,1.011 [0.944-1.082],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-PL,489,0.991 [0.891-1.103],1.000,,Phospholipids in Small HDL
ApoA1,587,0.944 [0.869-1.025],1.000,,Apolipoprotein A1
LDL-CE,506,0.876 [0.804-0.954],1.000,,Cholesteryl Esters in LDL
Omega-3,420,0.867 [0.819-0.917],0.173,,Omega-3 Fatty Acids
DHA%,240,0.841 [0.785-0.901],0.187,,Docosahexaenoic Acid to Total-Fatty Acids percentage
