Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,375,1.098 [1.008-1.196],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,661,1.058 [0.992-1.129],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
Gly,134,1.041 [0.962-1.127],1.000,,Glycine
L-LDL-L,508,1.035 [0.968-1.107],1.000,,Total-Lipids in Large LDL
Creatinine,126,1.014 [0.794-1.294],1.000,,Creatinine
VLDL-C,644,1.000 [0.938-1.066],1.000,,VLDL Cholesterol
XL-VLDL-P,599,0.996 [0.930-1.066],1.000,,Concentration of Very Large VLDL Particles
XL-VLDL-L,578,0.992 [0.925-1.063],1.000,,Total-Lipids in Very Large VLDL
Total-FA,654,0.972 [0.914-1.034],1.000,,Total-Fatty Acids
DHA%,240,0.855 [0.803-0.910],0.222,,Docosahexaenoic Acid to Total-Fatty Acids percentage
