Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-CE%,485,1.101 [1.046-1.158],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,687,1.054 [1.014-1.095],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
HDL-CE,611,1.033 [0.998-1.070],1.000,,Cholesteryl Esters in HDL
S-HDL-CE,360,1.026 [0.986-1.068],1.000,,Cholesteryl Esters in Small HDL
IDL-C,568,1.012 [0.979-1.047],1.000,,Cholesterol in IDL
Total-C,563,0.985 [0.949-1.021],1.000,,Total-Cholesterol
L-LDL-CE,502,0.964 [0.930-0.999],1.000,,Cholesteryl Esters in Large LDL
XS-VLDL-PL%,375,0.946 [0.909-0.985],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
3-Hydroxybutyrate,68,0.667 [0.590-0.754],2.481e-05,***,3-Hydroxybutyrate
Acetoacetate,15,0.569 [0.454-0.713],0.250,,Acetoacetate
