Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Pyruvate,37,1.219 [0.855-1.739],1.000,,Pyruvate
M-HDL-CE%,557,1.105 [1.023-1.193],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-VLDL-C%,486,1.072 [0.981-1.171],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,604,1.065 [0.987-1.150],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-P,633,1.064 [0.997-1.135],1.000,,Concentration of Large HDL Particles
IDL-TG,602,0.999 [0.930-1.074],1.000,,Triglycerides in IDL
MUFA%,525,0.988 [0.918-1.064],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-PL%,523,0.985 [0.913-1.062],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
Total-PL,628,0.929 [0.845-1.022],1.000,,Total-Phospholipids in Lipoprotein Particles
XL-VLDL-C,639,0.899 [0.817-0.989],1.000,,Cholesterol in Very Large VLDL
