Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-C,607,1.030 [1.005-1.055],1.000,,Cholesterol in Medium HDL
Total-BCAA,38,1.022 [0.958-1.091],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-CE%,259,1.016 [0.998-1.034],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-TG,617,1.014 [0.990-1.038],1.000,,Triglycerides in Medium HDL
Omega-3%,215,1.006 [0.997-1.015],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-VLDL-CE%,492,0.998 [0.981-1.016],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-TG%,609,0.989 [0.972-1.005],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-L,573,0.985 [0.970-0.999],1.000,,Total-Lipids in IDL
XXL-VLDL-PL%,261,0.983 [0.957-1.009],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-CE,617,0.979 [0.962-0.996],1.000,,Cholesteryl Esters in Very Large VLDL
