Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.080 [0.966-1.207],1.000,,Tyrosine
IDL-TG%,635,1.035 [0.988-1.085],1.000,,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-PL%,261,1.024 [0.962-1.090],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,508,1.005 [0.949-1.065],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-PL%,523,1.004 [0.954-1.057],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-L,598,0.984 [0.941-1.029],1.000,,Total-Lipids in HDL
S-HDL-C%,436,0.964 [0.919-1.010],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-P,622,0.939 [0.894-0.986],1.000,,Concentration of Large VLDL Particles
S-LDL-L,511,0.909 [0.866-0.955],1.000,,Total-Lipids in Small LDL
L-LDL-CE%,344,0.856 [0.805-0.911],0.199,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
