Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA/MUFA,484,1.031 [0.993-1.070],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-FC%,687,1.009 [0.976-1.044],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
HDL-PL,590,1.004 [0.977-1.033],1.000,,Phospholipids in HDL
XL-HDL-TG,489,1.000 [0.978-1.023],1.000,,Triglycerides in Very Large HDL
GlycA,385,1.000 [0.942-1.063],1.000,,Glycoprotein Acetyls
HDL-FC,599,0.987 [0.964-1.012],1.000,,Free Cholesterol in HDL
L-LDL-CE,502,0.939 [0.913-0.967],1.000,,Cholesteryl Esters in Large LDL
S-LDL-L,511,0.935 [0.909-0.961],0.310,,Total-Lipids in Small LDL
LDL-CE,506,0.929 [0.902-0.957],0.288,,Cholesteryl Esters in LDL
M-LDL-P,508,0.929 [0.902-0.957],0.292,,Concentration of Medium LDL Particles
