Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gln,113,1.423 [1.034-1.959],1.000,,Glutamine
L-LDL-FC%,687,1.187 [1.027-1.372],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-PL%,523,1.050 [0.892-1.236],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-FC%,578,1.029 [0.901-1.175],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
Total-FC,546,1.001 [0.863-1.161],1.000,,Total-Free Cholesterol
Omega-3,420,0.984 [0.892-1.085],1.000,,Omega-3 Fatty Acids
M-LDL-C%,225,0.945 [0.765-1.168],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-TG%,677,0.846 [0.739-0.969],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-P,669,0.831 [0.723-0.956],1.000,,Concentration of Small VLDL Particles
VLDL-PL,674,0.806 [0.701-0.927],1.000,,Phospholipids in VLDL
