Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.025 [1.016-1.033],8.879e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,310,1.020 [1.013-1.027],0.003,**,Degree of Unsaturation
Omega-3%,215,1.016 [1.011-1.022],6.853e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
ApoA1,587,1.008 [0.997-1.019],1.000,,Apolipoprotein A1
M-HDL-FC,597,1.007 [0.996-1.018],1.000,,Free Cholesterol in Medium HDL
Omega-6/Omega-3,257,0.984 [0.979-0.990],0.003,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-C,644,0.974 [0.964-0.984],0.180,,VLDL Cholesterol
M-VLDL-L,589,0.973 [0.962-0.984],0.539,,Total-Lipids in Medium VLDL
M-VLDL-P,612,0.972 [0.960-0.983],0.296,,Concentration of Medium VLDL Particles
ApoB/ApoA1,542,0.971 [0.960-0.983],0.242,,Apolipoprotein B to Apolipoprotein A1 ratio
