Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Phe,17,1.301 [0.467-3.626],1.000,,Phenylalanine
ApoB/ApoA1,542,1.247 [1.065-1.459],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
L-VLDL-FC%,331,1.204 [1.007-1.440],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL%,271,1.126 [0.897-1.413],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-C,535,1.044 [0.884-1.233],1.000,,Cholesterol in Medium VLDL
M-HDL-P,598,0.662 [0.560-0.782],0.304,,Concentration of Medium HDL Particles
HDL-P,547,0.630 [0.520-0.764],0.605,,Concentration of HDL Particles
S-HDL-PL,489,0.623 [0.513-0.755],0.359,,Phospholipids in Small HDL
S-HDL-L,442,0.610 [0.499-0.745],0.337,,Total-Lipids in Small HDL
Total-P,531,0.603 [0.493-0.738],0.201,,Total-Concentration of Lipoprotein Particles
