Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-TG%,609,1.161 [1.114-1.210],3.487e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,661,1.158 [1.115-1.203],5.489e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,564,1.151 [1.106-1.197],8.070e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
MUFA%,525,1.139 [1.099-1.180],1.732e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,635,1.107 [1.070-1.146],0.001,**,Triglycerides to Total-Lipids in IDL percentage
S-LDL-TG%,594,1.103 [1.065-1.142],0.012,*,Triglycerides to Total-Lipids in Small LDL percentage
Omega-6/Omega-3,257,1.082 [1.051-1.113],0.015,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3%,215,0.923 [0.899-0.948],7.504e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-C%,558,0.914 [0.883-0.945],0.046,*,Cholesterol to Total-Lipids in IDL percentage
S-LDL-FC%,578,0.913 [0.883-0.944],0.023,*,Free Cholesterol to Total-Lipids in Small LDL percentage
Unsaturation,310,0.907 [0.881-0.933],5.525e-06,***,Degree of Unsaturation
SM,547,0.896 [0.862-0.932],0.012,*,Sphingomyelins
IDL-CE,553,0.894 [0.858-0.932],0.021,*,Cholesteryl Esters in IDL
IDL-C,568,0.893 [0.858-0.930],0.012,*,Cholesterol in IDL
IDL-FC,587,0.888 [0.853-0.924],0.002,**,Free Cholesterol in IDL
L-LDL-FC,474,0.887 [0.851-0.924],0.002,**,Free Cholesterol in Large LDL
DHA%,240,0.886 [0.853-0.920],6.716e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-VLDL-PL%,523,0.885 [0.849-0.923],0.002,**,Phospholipids to Total-Lipids in Medium VLDL percentage
LDL-FC,411,0.885 [0.849-0.922],0.001,**,Free Cholesterol in LDL
S-VLDL-CE%,509,0.879 [0.843-0.916],3.000e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
PUFA/MUFA,484,0.878 [0.843-0.913],2.487e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-FC%,687,0.876 [0.843-0.910],3.754e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL%,600,0.872 [0.840-0.906],4.553e-07,***,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,597,0.872 [0.837-0.908],1.186e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE%,644,0.870 [0.837-0.903],1.495e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-C%,527,0.870 [0.835-0.906],5.327e-06,***,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,642,0.869 [0.837-0.903],1.284e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,609,0.868 [0.836-0.902],1.233e-07,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,604,0.866 [0.831-0.902],1.028e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,574,0.864 [0.829-0.899],3.185e-07,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
PUFA%,371,0.860 [0.819-0.903],3.854e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,332,0.840 [0.798-0.884],5.989e-06,***,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC%,460,0.837 [0.799-0.877],2.443e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
