Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-TG%,444,1.088 [1.031-1.149],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,456,1.041 [0.995-1.088],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,369,1.039 [0.989-1.091],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
XXL-VLDL-L,514,1.008 [0.956-1.062],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
PUFA/MUFA,484,1.007 [0.956-1.060],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-PL,628,0.758 [0.687-0.836],0.007,**,Total-Phospholipids in Lipoprotein Particles
Phosphoglyc,609,0.754 [0.684-0.832],0.005,**,Phosphoglycerides
Cholines,620,0.751 [0.681-0.829],0.003,**,Total-Cholines
PUFA,699,0.748 [0.685-0.818],3.505e-05,***,Polyunsaturated Fatty Acids
Total-FA,654,0.747 [0.678-0.823],0.001,**,Total-Fatty Acids
MUFA,654,0.741 [0.671-0.817],5.372e-04,***,Monounsaturated Fatty Acids
Total-P,531,0.722 [0.640-0.814],0.024,*,Total-Concentration of Lipoprotein Particles
LA,635,0.712 [0.643-0.788],1.139e-05,***,Linoleic Acid
Omega-6,651,0.709 [0.642-0.784],3.815e-06,***,Omega-6 Fatty Acids
S-HDL-PL,489,0.699 [0.613-0.798],0.026,*,Phospholipids in Small HDL
S-HDL-FC,483,0.684 [0.599-0.780],0.004,**,Free Cholesterol in Small HDL
GlycA,385,0.561 [0.471-0.668],1.769e-05,***,Glycoprotein Acetyls
