Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-CE%,176,1.488 [1.286-1.723],0.023,*,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-CE%,485,1.470 [1.320-1.637],5.412e-07,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,486,1.470 [1.321-1.635],3.454e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC%,460,1.419 [1.288-1.563],2.858e-07,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-C%,527,1.347 [1.238-1.465],1.068e-06,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-VLDL-CE%,492,1.346 [1.226-1.479],1.313e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-FC%,574,1.338 [1.227-1.458],9.104e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-FC%,578,1.333 [1.226-1.449],3.946e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-CE%,509,1.331 [1.226-1.446],2.724e-06,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-VLDL-C%,395,1.316 [1.199-1.445],0.002,**,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-C%,604,1.315 [1.203-1.437],3.798e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,687,1.313 [1.202-1.435],3.682e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,642,1.295 [1.195-1.404],7.436e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-CE%,597,1.294 [1.183-1.414],0.004,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,609,1.292 [1.186-1.407],0.001,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,600,1.290 [1.185-1.405],9.691e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,644,1.287 [1.186-1.396],3.225e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE,553,1.274 [1.164-1.394],0.038,*,Cholesteryl Esters in IDL
M-VLDL-PL%,523,1.273 [1.167-1.388],0.012,*,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-C%,558,1.228 [1.137-1.326],0.039,*,Cholesterol to Total-Lipids in IDL percentage
Unsaturation,310,1.194 [1.118-1.276],0.035,*,Degree of Unsaturation
IDL-TG%,635,0.800 [0.741-0.864],0.003,**,Triglycerides to Total-Lipids in IDL percentage
MUFA%,525,0.788 [0.722-0.860],0.021,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,594,0.773 [0.713-0.837],6.776e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,609,0.762 [0.698-0.831],2.151e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-TG%,661,0.757 [0.698-0.821],4.656e-06,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,564,0.743 [0.682-0.810],3.156e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
XXL-VLDL-TG,472,0.743 [0.669-0.826],0.008,**,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG%,444,0.693 [0.624-0.769],1.170e-06,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
