Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gly,134,1.147 [0.980-1.342],1.000,,Glycine
XXL-VLDL-TG%,153,1.080 [0.865-1.348],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,215,1.029 [0.947-1.118],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,564,1.023 [0.893-1.170],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-P,416,1.008 [0.851-1.193],1.000,,Concentration of Small HDL Particles
M-HDL-FC,597,0.985 [0.863-1.122],1.000,,Free Cholesterol in Medium HDL
S-LDL-PL,409,0.980 [0.861-1.115],1.000,,Phospholipids in Small LDL
IDL-C,568,0.963 [0.844-1.098],1.000,,Cholesterol in IDL
M-VLDL-L,589,0.939 [0.816-1.081],1.000,,Total-Lipids in Medium VLDL
L-VLDL-FC,648,0.908 [0.796-1.037],1.000,,Free Cholesterol in Large VLDL
