Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-FC%,609,1.034 [0.990-1.080],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,523,1.027 [0.977-1.079],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
ApoA1,587,1.015 [0.923-1.115],1.000,,Apolipoprotein A1
XXL-VLDL-CE%,176,1.013 [0.946-1.084],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG,449,1.002 [0.958-1.049],1.000,,Triglycerides in Large HDL
GlycA,385,0.988 [0.820-1.189],1.000,,Glycoprotein Acetyls
Remnant-C,577,0.981 [0.891-1.081],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-PL,664,0.978 [0.894-1.070],1.000,,Phospholipids in Small VLDL
XL-HDL-TG%,642,0.966 [0.920-1.014],1.000,,Triglycerides to Total-Lipids in Very Large HDL percentage
M-LDL-CE,550,0.959 [0.859-1.069],1.000,,Cholesteryl Esters in Medium LDL
