Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ala,85,1.616 [1.237-2.111],1.000,,Alanine
XXL-VLDL-C%,176,1.224 [1.057-1.418],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,173,1.148 [0.987-1.335],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-PL%,489,1.105 [0.995-1.227],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
XL-VLDL-C%,486,1.051 [0.935-1.182],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C,622,0.968 [0.879-1.066],1.000,,Cholesterol in Large VLDL
VLDL-FC,630,0.942 [0.856-1.037],1.000,,Free Cholesterol in VLDL
VLDL-C,644,0.935 [0.853-1.025],1.000,,VLDL Cholesterol
M-LDL-PL%,271,0.917 [0.813-1.034],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-FC,597,0.867 [0.792-0.950],1.000,,Free Cholesterol in Medium HDL
