Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-TG%,456,1.047 [0.992-1.105],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-P,598,1.022 [0.960-1.087],1.000,,Concentration of Medium HDL Particles
XL-VLDL-C%,486,1.012 [0.939-1.091],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
HDL-PL,590,1.009 [0.950-1.072],1.000,,Phospholipids in HDL
M-HDL-FC,597,1.002 [0.942-1.065],1.000,,Free Cholesterol in Medium HDL
LA,635,0.979 [0.918-1.044],1.000,,Linoleic Acid
S-VLDL-CE,626,0.956 [0.897-1.020],1.000,,Cholesteryl Esters in Small VLDL
Cholines,620,0.947 [0.890-1.007],1.000,,Total-Cholines
S-HDL-PL,489,0.920 [0.852-0.994],1.000,,Phospholipids in Small HDL
Total-BCAA,38,0.787 [0.565-1.097],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
