Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL,492,1.032 [0.990-1.076],1.000,,Phospholipids in Large LDL
VLDL-P,640,1.022 [0.985-1.060],1.000,,Concentration of VLDL Particles
IDL-C%,558,1.014 [0.980-1.050],1.000,,Cholesterol to Total-Lipids in IDL percentage
S-HDL-C,410,1.004 [0.958-1.052],1.000,,Cholesterol in Small HDL
SFA,553,1.003 [0.962-1.045],1.000,,Saturated Fatty Acids
Omega-3%,215,0.999 [0.970-1.028],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-TG,593,0.994 [0.966-1.022],1.000,,Triglycerides in HDL
L-VLDL-L,609,0.990 [0.950-1.031],1.000,,Total-Lipids in Large VLDL
XXL-VLDL-CE%,176,0.982 [0.920-1.049],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG,567,0.962 [0.924-1.002],1.000,,Triglycerides in Large VLDL
