Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
3-Hydroxybutyrate,68,1.571 [0.800-3.089],1.000,,3-Hydroxybutyrate
L-HDL-PL%,508,1.282 [1.115-1.474],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-FC,557,1.125 [1.003-1.262],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,621,1.053 [0.938-1.181],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-TG%,594,1.035 [0.925-1.158],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
Phosphoglyc,609,0.920 [0.812-1.041],1.000,,Phosphoglycerides
L-LDL-TG,604,0.906 [0.820-1.001],1.000,,Triglycerides in Large LDL
XS-VLDL-C%,642,0.905 [0.801-1.022],1.000,,Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-6,651,0.887 [0.781-1.007],1.000,,Omega-6 Fatty Acids
M-VLDL-PL%,523,0.815 [0.714-0.931],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
