Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.093 [1.063-1.123],9.193e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,289,1.072 [1.049-1.096],1.632e-04,***,Docosahexaenoic Acid
Unsaturation,310,1.071 [1.049-1.094],2.331e-05,***,Degree of Unsaturation
Omega-3%,215,1.065 [1.045-1.085],2.389e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,1.060 [1.041-1.078],2.799e-05,***,Omega-3 Fatty Acids
M-LDL-CE,550,0.991 [0.967-1.016],1.000,,Cholesteryl Esters in Medium LDL
VLDL-L,623,0.987 [0.960-1.014],1.000,,Total-Lipids in VLDL
Omega-6/Omega-3,257,0.939 [0.922-0.957],1.061e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.931 [0.905-0.958],0.211,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,226,0.911 [0.880-0.943],0.025,*,Linoleic Acid to Total-Fatty Acids percentage
