Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.151 [1.090-1.216],0.128,,Glycoprotein Acetyls
XXL-VLDL-C,589,1.061 [1.021-1.102],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
LDL-TG,630,1.039 [1.010-1.069],1.000,,Triglycerides in LDL
S-LDL-C%,261,1.030 [0.985-1.077],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
Phe,17,1.030 [0.826-1.284],1.000,,Phenylalanine
Omega-6%,366,0.995 [0.945-1.047],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-CE,543,0.993 [0.963-1.024],1.000,,Cholesteryl Esters in Small LDL
DHA,289,0.973 [0.949-0.999],1.000,,Docosahexaenoic Acid
XS-VLDL-C%,642,0.964 [0.939-0.990],1.000,,Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-CE,611,0.942 [0.918-0.966],0.823,,Cholesteryl Esters in HDL
