Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,661,1.120 [1.046-1.200],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-TG%,153,1.120 [1.004-1.249],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-TG%,564,1.079 [1.006-1.158],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,594,1.073 [1.003-1.147],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-PL%,508,1.013 [0.935-1.097],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-FC,612,0.977 [0.921-1.038],1.000,,Free Cholesterol in Very Small VLDL
L-VLDL-FC%,331,0.971 [0.895-1.053],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
LDL-CE,506,0.948 [0.877-1.024],1.000,,Cholesteryl Esters in LDL
XL-VLDL-FC%,397,0.862 [0.789-0.942],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Acetone,15,0.607 [0.307-1.200],1.000,,Acetone
