Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL%,382,1.060 [1.037-1.084],0.054,,Phospholipids to Total-Lipids in Large LDL percentage
IDL-PL%,289,1.027 [1.003-1.052],1.000,,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-FC%,460,1.015 [0.990-1.040],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C,671,1.005 [0.990-1.021],1.000,,Cholesterol in Large HDL
L-HDL-PL,598,1.002 [0.986-1.018],1.000,,Phospholipids in Large HDL
M-LDL-TG,658,0.951 [0.934-0.969],0.028,*,Triglycerides in Medium LDL
PUFA,699,0.947 [0.929-0.966],0.012,*,Polyunsaturated Fatty Acids
L-LDL-CE,502,0.943 [0.923-0.964],0.046,*,Cholesteryl Esters in Large LDL
Total-FA,654,0.941 [0.922-0.961],0.002,**,Total-Fatty Acids
Total-L,626,0.941 [0.921-0.961],0.007,**,Total-Lipids in Lipoprotein Particles
L-LDL-C,488,0.940 [0.920-0.961],0.006,**,Cholesterol in Large LDL
S-LDL-C,489,0.940 [0.919-0.961],0.015,*,Cholesterol in Small LDL
MUFA,654,0.940 [0.920-0.960],0.001,**,Monounsaturated Fatty Acids
LDL-PL,473,0.939 [0.918-0.960],0.009,**,Phospholipids in LDL
LDL-L,502,0.939 [0.918-0.960],0.005,**,Total-Lipids in LDL
S-LDL-CE,543,0.938 [0.917-0.959],0.006,**,Cholesteryl Esters in Small LDL
S-LDL-L,511,0.938 [0.918-0.958],0.001,**,Total-Lipids in Small LDL
LDL-C,476,0.938 [0.917-0.959],0.006,**,LDL Cholesterol
LDL-CE,506,0.937 [0.916-0.959],0.004,**,Cholesteryl Esters in LDL
S-HDL-P,416,0.936 [0.914-0.959],0.019,*,Concentration of Small HDL Particles
M-LDL-PL,492,0.934 [0.913-0.956],0.001,**,Phospholipids in Medium LDL
M-LDL-C,525,0.934 [0.912-0.955],9.569e-04,***,Cholesterol in Medium LDL
M-LDL-L,531,0.934 [0.913-0.955],4.027e-04,***,Total-Lipids in Medium LDL
M-LDL-CE,550,0.933 [0.913-0.954],2.042e-04,***,Cholesteryl Esters in Medium LDL
Omega-6,651,0.933 [0.913-0.953],8.323e-05,***,Omega-6 Fatty Acids
S-HDL-FC,483,0.925 [0.901-0.948],3.510e-04,***,Free Cholesterol in Small HDL
S-HDL-L,442,0.923 [0.901-0.946],5.148e-05,***,Total-Lipids in Small HDL
L-LDL-CE%,344,0.921 [0.896-0.947],0.002,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA,635,0.919 [0.899-0.939],2.775e-09,***,Linoleic Acid
GlycA,385,0.909 [0.880-0.939],0.001,**,Glycoprotein Acetyls
