Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-PL%,489,1.237 [1.064-1.437],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG%,635,1.220 [1.081-1.376],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,456,1.185 [1.057-1.327],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,367,1.179 [1.021-1.361],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,444,1.129 [0.952-1.339],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
Unsaturation,310,0.788 [0.718-0.864],0.110,,Degree of Unsaturation
L-LDL-CE,502,0.709 [0.619-0.813],0.189,,Cholesteryl Esters in Large LDL
L-LDL-C,488,0.694 [0.606-0.794],0.030,*,Cholesterol in Large LDL
L-LDL-C%,403,0.664 [0.575-0.768],0.007,**,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,225,0.621 [0.516-0.747],0.101,,Cholesterol to Total-Lipids in Medium LDL percentage
